student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout,gender_encoded,region_encoded,parent_education_encoded,dropout_encoded,cluster
7788,26,Female,Atakpame,Higher,12.57,30.24,43.7,6.85,0,3.9,Yes,0,0,0,1,0
7789,30,Female,Atakpame,Secondary,7.65,10.52,53.6,31.31,6,4.9,No,0,0,2,0,3
7790,22,Female,Dapaong,Primary,7.58,21.45,69.24,2.11,3,8.7,Yes,0,1,1,1,0
7791,30,Female,Notse,Higher,10.64,14.05,88.5,1.89,3,5.4,No,0,4,0,0,0
7792,28,Male,Tsevie,Higher,13.04,23.8,95.77,4.76,3,2.1,No,1,6,0,0,2
7793,27,Male,Tsevie,Higher,14.64,14.96,70.92,3.12,1,4.2,No,1,6,0,0,2
7794,18,Female,Dapaong,Primary,7.29,6.76,64.2,2.5,5,8.3,No,0,1,1,0,3
7795,17,Male,Atakpame,Higher,13.96,28.2,97.29,29.93,5,1.6,Yes,1,0,0,1,2
7796,24,Female,Sokode,Primary,11.64,15.99,97.77,4.23,7,7.6,No,0,5,1,0,0
7797,30,Male,Notse,,12.01,11.49,51.42,0.62,4,7.6,No,1,4,3,0,1
7798,25,Female,Sokode,Primary,13.77,16.78,71.89,23.0,5,5.0,No,0,5,1,0,0
7799,18,Male,Dapaong,Secondary,17.24,7.63,89.25,5.95,2,1.2,No,1,1,2,0,1
7800,21,Female,Sokode,Primary,12.91,19.15,89.34,13.32,3,3.2,Yes,0,5,1,1,0
7801,24,Male,Kara,Secondary,7.93,13.04,81.1,4.58,4,3.5,Yes,1,2,2,1,1
7802,32,Male,Kara,Higher,11.44,7.05,68.29,27.36,1,7.9,No,1,2,0,0,2
7803,32,Female,Kara,Primary,14.56,38.77,64.22,3.39,2,5.8,Yes,0,2,1,1,0
7804,29,Female,Atakpame,Primary,14.66,4.93,88.38,10.87,1,4.0,No,0,0,1,0,3
7805,31,Female,Atakpame,Primary,14.0,18.53,53.54,17.39,6,6.5,No,0,0,1,0,0
7806,17,Male,Atakpame,Higher,10.47,15.57,65.71,2.72,4,1.9,No,1,0,0,0,2
7807,19,Male,Atakpame,,7.9,4.74,74.01,16.17,2,10.0,Yes,1,0,3,1,1
7808,22,Male,Atakpame,Secondary,13.77,11.63,89.91,15.72,3,1.7,Yes,1,0,2,1,1
7809,30,Male,Dapaong,Primary,8.36,1.57,62.43,33.3,5,8.4,No,1,1,1,0,2
7810,20,Female,Sokode,Higher,14.08,35.66,72.92,25.62,3,5.0,No,0,5,0,0,0
7811,34,Female,Dapaong,,14.08,12.32,56.75,4.92,2,9.0,No,0,1,3,0,3
7812,31,Male,Sokode,Secondary,10.6,13.17,90.21,8.93,3,2.8,No,1,5,2,0,1
7813,25,Female,Dapaong,Secondary,11.66,34.45,87.13,25.94,3,6.0,Yes,0,1,2,1,0
7814,34,Female,Kara,Higher,12.6,6.76,89.21,0.04,3,6.3,No,0,2,0,0,2
7815,19,Female,Lome,Primary,10.16,27.94,43.45,9.87,1,5.2,No,0,3,1,0,0
7816,26,Female,Atakpame,Secondary,7.85,20.93,69.21,2.43,4,3.5,Yes,0,0,2,1,3
7817,33,Male,Lome,Primary,11.88,0.0,48.15,13.42,5,8.3,No,1,3,1,0,2
7818,23,Female,Lome,Higher,12.2,11.29,80.43,15.92,1,2.9,Yes,0,3,0,1,2
7819,31,Female,Kara,Secondary,16.08,19.37,58.68,12.48,1,3.4,No,0,2,2,0,3
7820,17,Female,Lome,Secondary,9.65,15.36,86.47,55.41,1,4.7,Yes,0,3,2,1,3
7821,27,Male,Lome,Secondary,15.21,15.38,43.91,6.52,1,8.5,No,1,3,2,0,1
7822,33,Female,Kara,Primary,8.56,8.93,70.8,8.24,2,1.1,Yes,0,2,1,1,3
7823,21,Male,Sokode,Primary,7.97,7.87,47.42,5.26,5,9.0,Yes,1,5,1,1,2
7824,23,Male,Dapaong,Secondary,11.1,11.92,73.47,36.49,2,5.9,No,1,1,2,0,1
7825,31,Female,Tsevie,Higher,9.18,34.61,76.44,25.61,4,1.9,Yes,0,6,0,1,0
7826,19,Female,Lome,Primary,7.92,5.92,67.73,43.15,1,3.0,Yes,0,3,1,1,3
7827,31,Male,Atakpame,Higher,17.83,10.18,56.78,41.92,1,1.6,Yes,1,0,0,1,2
7828,21,Male,Kara,Primary,10.65,15.29,41.94,22.58,1,5.0,Yes,1,2,1,1,2
7829,28,Male,Notse,Higher,18.93,0.37,79.73,26.72,4,1.2,Yes,1,4,0,1,2
7830,21,Male,Notse,Primary,9.02,19.32,92.23,1.28,1,7.1,No,1,4,1,0,2
7831,19,Female,Lome,Primary,6.87,2.12,84.02,1.91,3,2.1,No,0,3,1,0,3
7832,25,Male,Tsevie,Secondary,15.87,4.13,93.58,21.64,5,2.8,Yes,1,6,2,1,1
7833,25,Female,Sokode,Secondary,9.82,3.65,95.77,12.98,3,1.1,No,0,5,2,0,3
7834,23,Female,Sokode,Secondary,12.42,0.0,66.97,20.79,3,3.1,Yes,0,5,2,1,3
7835,18,Male,Tsevie,Secondary,7.93,27.68,81.88,14.7,2,1.3,Yes,1,6,2,1,1
7836,32,Female,Atakpame,Secondary,11.89,20.22,63.84,1.5,2,1.9,Yes,0,0,2,1,3
7837,25,Male,Lome,,7.89,24.22,95.17,24.84,2,9.7,Yes,1,3,3,1,1
7838,29,Male,Atakpame,Primary,11.78,23.31,73.78,14.75,2,1.8,Yes,1,0,1,1,1
7839,33,Male,Sokode,Primary,10.58,13.32,85.15,8.46,3,8.1,No,1,5,1,0,1
7840,22,Female,Notse,Secondary,12.69,14.7,40.87,7.6,3,6.8,No,0,4,2,0,3
7841,20,Female,Sokode,Secondary,13.88,25.14,74.53,8.53,1,3.6,No,0,5,2,0,3
7842,17,Male,Dapaong,Secondary,12.72,31.38,84.52,4.95,4,8.7,Yes,1,1,2,1,1
7843,34,Female,Sokode,Secondary,13.35,2.42,55.42,16.26,1,5.3,No,0,5,2,0,3
7844,25,Female,Kara,Primary,11.67,40.2,40.86,23.97,2,3.7,No,0,2,1,0,0
7845,29,Female,Dapaong,Secondary,10.69,1.84,84.62,2.92,3,8.2,No,0,1,2,0,3
7846,24,Female,Atakpame,,13.41,10.38,60.29,0.39,4,7.3,No,0,0,3,0,3
7847,29,Female,Sokode,Secondary,11.67,15.74,65.73,2.27,4,1.7,Yes,0,5,2,1,3
7848,31,Male,Tsevie,Primary,11.78,16.66,73.72,14.16,2,4.0,No,1,6,1,0,1
7849,27,Female,Kara,Secondary,13.19,34.64,46.62,20.28,1,7.0,No,0,2,2,0,0
7850,28,Female,Dapaong,Secondary,8.9,25.12,46.21,4.29,1,3.3,Yes,0,1,2,1,3
7851,30,Male,Kara,Secondary,16.29,19.13,97.65,1.65,4,6.5,No,1,2,2,0,1
7852,20,Female,Dapaong,Secondary,11.25,25.35,60.33,19.56,1,3.7,Yes,0,1,2,1,3
7853,17,Female,Dapaong,,12.37,18.46,55.33,2.42,5,2.9,Yes,0,1,3,1,3
7854,20,Female,Dapaong,Primary,11.87,8.25,42.86,2.77,3,4.2,No,0,1,1,0,3
7855,25,Male,Tsevie,Secondary,13.96,19.86,50.44,0.97,3,4.2,No,1,6,2,0,1
7856,26,Female,Atakpame,Higher,13.02,15.68,65.85,24.12,1,6.9,No,0,0,0,0,0
7857,20,Female,Dapaong,Primary,11.85,6.57,60.52,3.96,5,6.3,No,0,1,1,0,3
7858,25,Male,Dapaong,Primary,16.35,27.63,65.47,1.89,4,4.9,Yes,1,1,1,1,1
7859,29,Male,Kara,Secondary,2.39,14.46,82.23,30.71,5,7.7,Yes,1,2,2,1,1
7860,28,Female,Dapaong,Secondary,15.73,3.79,78.51,4.09,3,8.8,No,0,1,2,0,3
7861,27,Male,Atakpame,Secondary,14.76,5.37,69.59,13.76,4,1.7,No,1,0,2,0,1
7862,28,Male,Notse,Higher,6.49,20.35,88.89,2.62,3,6.7,Yes,1,4,0,1,2
7863,34,Male,Tsevie,Secondary,14.79,25.49,91.44,12.98,5,7.4,No,1,6,2,0,1
7864,28,Female,Tsevie,,15.18,19.82,75.45,2.64,5,4.9,Yes,0,6,3,1,3
7865,32,Female,Kara,Primary,13.69,19.86,47.05,10.15,4,1.5,Yes,0,2,1,1,0
7866,21,Male,Notse,Secondary,7.32,6.9,64.37,5.81,5,5.0,No,1,4,2,0,1
7867,28,Male,Dapaong,Secondary,14.05,15.93,78.07,16.03,4,8.9,No,1,1,2,0,1
7868,27,Male,Kara,Primary,15.02,11.7,43.77,13.1,3,2.5,No,1,2,1,0,2
7869,25,Male,Tsevie,Higher,10.28,13.05,41.19,27.41,2,4.3,No,1,6,0,0,2
7870,34,Female,Atakpame,Primary,13.32,13.88,96.9,4.73,4,7.7,No,0,0,1,0,0
7871,19,Male,Kara,Secondary,10.94,8.4,83.8,14.04,3,8.9,No,1,2,2,0,1
7872,33,Female,Atakpame,,14.66,22.52,49.19,34.69,4,9.2,No,0,0,3,0,0
7873,30,Male,Notse,Higher,11.06,4.91,66.71,4.1,2,8.0,No,1,4,0,0,2
7874,17,Female,Notse,Secondary,10.26,2.01,51.61,3.42,4,6.3,No,0,4,2,0,3
7875,33,Female,Sokode,Primary,11.88,7.15,40.62,14.66,2,4.1,Yes,0,5,1,1,3
7876,24,Male,Dapaong,Higher,7.98,23.83,63.5,5.9,0,5.4,Yes,1,1,0,1,2
7877,21,Female,Atakpame,Primary,11.58,18.39,78.9,5.09,3,1.1,Yes,0,0,1,1,3
7878,21,Female,Dapaong,Secondary,13.09,0.0,97.25,7.89,2,4.2,Yes,0,1,2,1,3
7879,25,Female,Notse,Higher,14.61,20.97,86.19,27.42,3,7.5,Yes,0,4,0,1,0
7880,19,Male,Atakpame,Secondary,12.75,14.51,53.81,0.88,0,6.9,No,1,0,2,0,1
7881,25,Female,Lome,Higher,7.7,10.83,60.17,6.27,3,1.1,Yes,0,3,0,1,2
7882,34,Female,Notse,Higher,16.06,12.58,71.23,1.17,0,5.9,No,0,4,0,0,0
7883,32,Male,Lome,Higher,16.31,1.66,51.48,21.51,6,1.1,Yes,1,3,0,1,2
7884,17,Male,Lome,Primary,12.34,16.73,89.98,1.47,2,4.3,Yes,1,3,1,1,2
7885,18,Female,Notse,Primary,9.74,2.32,50.08,0.94,1,9.9,Yes,0,4,1,1,3
7886,30,Female,Atakpame,Secondary,10.41,11.5,57.4,33.17,0,4.7,Yes,0,0,2,1,3
7887,30,Male,Tsevie,Secondary,11.39,11.51,74.66,8.29,0,9.0,No,1,6,2,0,1
7888,17,Male,Tsevie,Secondary,12.84,22.7,47.39,17.48,3,1.1,No,1,6,2,0,1
7889,32,Female,Dapaong,,11.09,15.4,77.48,6.35,0,7.5,Yes,0,1,3,1,3
7890,31,Female,Lome,Higher,9.42,22.06,96.65,5.72,5,5.1,Yes,0,3,0,1,0
7891,31,Male,Dapaong,Higher,15.07,3.04,81.49,24.26,4,5.9,No,1,1,0,0,2
7892,28,Male,Atakpame,Secondary,12.77,13.92,88.77,45.93,4,9.9,No,1,0,2,0,1
7893,32,Female,Dapaong,Primary,8.84,20.3,66.31,9.64,4,3.7,Yes,0,1,1,1,0
7894,30,Female,Dapaong,,12.87,27.42,61.92,25.03,5,8.8,Yes,0,1,3,1,0
7895,31,Male,Lome,Primary,12.49,3.61,59.72,19.86,2,9.2,No,1,3,1,0,2
7896,31,Female,Notse,Secondary,9.85,6.59,79.63,7.85,2,3.7,Yes,0,4,2,1,3
7897,24,Female,Tsevie,Higher,15.59,20.05,71.11,28.32,0,1.4,No,0,6,0,0,0
7898,18,Female,Kara,,12.4,31.12,68.34,2.36,5,8.1,No,0,2,3,0,3
7899,18,Female,Sokode,Secondary,11.35,17.86,46.04,21.61,5,9.4,No,0,5,2,0,0
7900,26,Male,Atakpame,Secondary,11.75,3.9,80.4,3.7,3,5.3,No,1,0,2,0,1
7901,19,Male,Atakpame,Primary,13.33,4.1,83.52,0.31,1,8.9,No,1,0,1,0,2
7902,33,Female,Atakpame,Secondary,11.78,16.35,51.77,15.47,6,3.0,No,0,0,2,0,3
7903,24,Female,Sokode,Secondary,11.76,18.58,85.58,26.6,2,7.8,No,0,5,2,0,0
7904,20,Female,Kara,Higher,15.2,12.79,92.76,2.44,4,7.3,No,0,2,0,0,0
7905,30,Female,Tsevie,Secondary,7.74,4.21,50.48,7.64,4,5.7,Yes,0,6,2,1,3
7906,26,Male,Dapaong,Secondary,8.25,26.01,67.12,13.84,4,3.9,No,1,1,2,0,1
7907,17,Female,Tsevie,Primary,14.33,11.51,92.57,4.03,3,3.3,Yes,0,6,1,1,3
7908,20,Female,Atakpame,Primary,19.25,20.27,69.24,1.59,2,7.5,No,0,0,1,0,0
7909,17,Male,Dapaong,Primary,14.63,0.0,88.92,4.98,4,6.1,No,1,1,1,0,2
7910,33,Male,Lome,Primary,17.59,27.01,52.95,6.1,2,8.8,No,1,3,1,0,1
7911,33,Female,Tsevie,,10.7,8.15,43.84,13.56,4,8.4,No,0,6,3,0,3
7912,23,Male,Lome,Primary,10.09,28.45,43.57,2.21,1,2.6,Yes,1,3,1,1,2
7913,31,Male,Lome,Secondary,13.37,21.13,98.34,16.88,4,2.9,No,1,3,2,0,1
7914,29,Female,Notse,Secondary,14.86,0.71,49.88,6.98,0,9.5,No,0,4,2,0,3
7915,18,Female,Tsevie,,8.07,17.46,91.89,23.42,4,4.4,No,0,6,3,0,3
7916,29,Male,Atakpame,Primary,11.36,31.57,58.94,8.34,2,5.9,No,1,0,1,0,1
7917,27,Female,Sokode,Secondary,11.92,9.02,42.41,5.92,3,4.8,Yes,0,5,2,1,3
7918,31,Male,Atakpame,Primary,9.96,31.58,54.46,3.38,2,6.1,Yes,1,0,1,1,1
7919,26,Male,Lome,Secondary,10.31,18.86,70.33,1.12,2,7.1,No,1,3,2,0,1
7920,25,Male,Lome,Secondary,14.53,28.4,46.41,4.65,3,4.3,No,1,3,2,0,1
7921,25,Female,Atakpame,,13.41,16.59,95.33,5.34,5,4.0,Yes,0,0,3,1,3
7922,17,Female,Sokode,Primary,14.4,13.76,93.99,8.4,5,8.6,No,0,5,1,0,0
7923,33,Male,Sokode,Primary,13.01,33.37,48.95,19.65,0,6.6,No,1,5,1,0,1
7924,28,Male,Notse,Primary,9.38,22.21,84.23,6.23,6,8.7,Yes,1,4,1,1,1
7925,26,Female,Dapaong,Higher,13.27,12.65,67.64,3.77,2,8.8,No,0,1,0,0,0
7926,21,Male,Kara,Primary,9.14,19.24,98.93,20.66,4,2.5,Yes,1,2,1,1,2
7927,34,Male,Lome,Secondary,11.06,9.35,43.32,13.24,5,8.2,No,1,3,2,0,1
7928,31,Female,Sokode,Secondary,8.89,16.08,68.26,3.67,3,9.1,No,0,5,2,0,3
7929,22,Female,Tsevie,,10.17,26.96,57.13,1.83,5,4.9,Yes,0,6,3,1,3
7930,23,Female,Notse,Primary,12.27,13.38,83.58,3.44,3,5.5,No,0,4,1,0,3
7931,33,Female,Lome,Higher,10.63,6.25,46.67,1.32,1,4.4,No,0,3,0,0,2
7932,22,Male,Kara,Higher,9.35,5.33,77.69,23.37,5,2.4,Yes,1,2,0,1,2
7933,24,Female,Tsevie,Primary,15.41,15.74,96.88,9.46,1,5.8,No,0,6,1,0,0
7934,28,Female,Lome,Primary,11.64,6.92,67.23,19.92,1,4.6,No,0,3,1,0,3
7935,30,Male,Notse,Secondary,10.42,0.67,67.25,17.17,6,8.4,No,1,4,2,0,1
7936,28,Male,Notse,Primary,8.75,3.01,69.74,1.66,2,5.4,No,1,4,1,0,2
7937,26,Male,Sokode,Primary,6.38,26.75,64.94,5.85,1,9.6,No,1,5,1,0,1
7938,31,Female,Dapaong,Primary,11.33,13.58,66.85,35.78,3,7.6,No,0,1,1,0,0
7939,23,Male,Atakpame,Primary,7.87,15.58,67.79,2.66,4,3.1,Yes,1,0,1,1,2
7940,25,Female,Notse,,14.14,5.33,99.88,0.52,5,4.6,No,0,4,3,0,3
7941,26,Male,Tsevie,Secondary,12.09,9.19,46.99,4.25,5,6.5,No,1,6,2,0,1
7942,26,Female,Atakpame,Secondary,16.68,8.86,57.12,7.15,3,2.2,No,0,0,2,0,3
7943,32,Male,Sokode,Secondary,12.67,12.23,52.65,0.57,5,5.6,Yes,1,5,2,1,1
7944,23,Female,Sokode,,9.82,0.0,72.65,5.56,0,8.8,Yes,0,5,3,1,3
7945,21,Female,Tsevie,Secondary,6.36,25.9,40.17,2.92,5,2.6,Yes,0,6,2,1,3
7946,19,Male,Kara,Secondary,14.42,14.84,95.27,2.38,1,1.8,Yes,1,2,2,1,1
7947,34,Male,Notse,,8.1,17.02,71.87,3.06,4,5.5,Yes,1,4,3,1,1
7948,27,Female,Tsevie,,10.78,24.14,93.76,1.11,3,9.0,No,0,6,3,0,3
7949,31,Male,Lome,Primary,17.02,23.38,60.7,0.8,6,7.3,No,1,3,1,0,1
7950,21,Female,Kara,Primary,13.83,9.25,49.0,9.06,2,6.2,No,0,2,1,0,3
7951,28,Female,Atakpame,Higher,13.17,21.04,51.54,29.53,5,2.6,Yes,0,0,0,1,0
7952,20,Female,Lome,Secondary,14.83,20.94,68.24,16.33,4,7.7,No,0,3,2,0,0
7953,31,Male,Kara,Primary,14.72,18.16,42.42,17.95,5,7.1,No,1,2,1,0,1
7954,25,Female,Atakpame,Secondary,16.74,25.61,86.91,13.28,1,9.6,No,0,0,2,0,0
7955,23,Female,Lome,Primary,10.19,23.0,87.44,31.23,4,2.1,Yes,0,3,1,1,0
7956,26,Female,Dapaong,Primary,10.87,22.27,82.12,30.07,4,4.0,Yes,0,1,1,1,0
7957,29,Female,Notse,Primary,9.23,28.65,93.78,15.06,3,5.4,Yes,0,4,1,1,0
7958,24,Male,Tsevie,Secondary,11.9,15.29,72.97,12.59,3,6.8,No,1,6,2,0,1
7959,28,Male,Tsevie,,11.6,15.58,68.76,3.64,3,5.2,No,1,6,3,0,1
7960,17,Female,Tsevie,Primary,6.74,23.19,71.75,0.96,5,4.5,Yes,0,6,1,1,0
7961,32,Male,Dapaong,Primary,10.04,13.22,50.92,0.97,3,4.3,Yes,1,1,1,1,2
7962,33,Male,Notse,Primary,16.32,19.82,70.74,13.33,4,1.9,Yes,1,4,1,1,1
7963,34,Female,Kara,Secondary,12.73,9.4,72.51,0.29,5,4.7,No,0,2,2,0,3
7964,27,Male,Notse,Higher,14.15,0.0,85.88,16.95,1,3.3,Yes,1,4,0,1,2
7965,34,Male,Sokode,Secondary,11.64,20.98,60.88,4.56,2,3.6,Yes,1,5,2,1,1
7966,23,Male,Lome,Secondary,6.34,0.0,45.53,2.13,2,1.0,Yes,1,3,2,1,2
7967,34,Male,Kara,Higher,11.61,8.01,75.85,5.24,2,1.3,Yes,1,2,0,1,2
7968,24,Male,Sokode,,15.13,23.2,87.28,12.15,3,3.6,Yes,1,5,3,1,1
7969,22,Male,Tsevie,Primary,8.44,23.32,98.17,3.22,4,2.7,Yes,1,6,1,1,2
7970,23,Female,Tsevie,Secondary,14.24,26.75,45.42,1.91,6,6.0,No,0,6,2,0,0
7971,26,Male,Tsevie,Primary,6.89,0.0,84.78,13.39,0,5.6,No,1,6,1,0,2
7972,27,Female,Sokode,Secondary,12.06,17.96,75.75,21.26,9,8.7,No,0,5,2,0,0
7973,29,Female,Lome,Primary,13.63,12.42,40.92,8.81,1,1.6,Yes,0,3,1,1,3
7974,25,Female,Lome,Primary,11.06,24.88,83.09,7.42,3,7.2,No,0,3,1,0,0
7975,23,Male,Sokode,Secondary,19.42,29.76,41.57,14.06,4,9.2,No,1,5,2,0,1
7976,25,Male,Atakpame,Higher,10.52,1.91,87.12,13.19,2,6.6,Yes,1,0,0,1,2
7977,29,Female,Tsevie,Primary,10.26,15.16,83.28,0.06,5,8.7,No,0,6,1,0,0
7978,19,Female,Kara,,12.61,23.33,81.28,3.31,1,6.2,No,0,2,3,0,3
7979,19,Female,Lome,Secondary,9.74,11.62,47.2,26.88,4,8.0,Yes,0,3,2,1,3
7980,17,Male,Notse,Primary,7.68,32.46,95.14,32.24,4,1.6,Yes,1,4,1,1,1
7981,18,Male,Sokode,Primary,8.71,10.99,93.93,7.14,4,2.5,No,1,5,1,0,2
7982,19,Male,Atakpame,Primary,14.27,12.0,94.02,8.21,0,1.8,Yes,1,0,1,1,2
7983,31,Female,Dapaong,Secondary,11.09,4.27,61.62,0.01,4,9.2,Yes,0,1,2,1,3
7984,22,Male,Sokode,Higher,17.11,16.54,69.53,11.16,3,6.1,Yes,1,5,0,1,2
7985,29,Male,Notse,Secondary,10.68,0.0,46.89,2.39,5,4.1,Yes,1,4,2,1,1
7986,17,Female,Atakpame,Primary,14.13,12.52,43.07,1.37,3,5.8,No,0,0,1,0,3
7987,17,Male,Dapaong,Primary,13.53,27.69,43.53,3.63,3,1.1,Yes,1,1,1,1,2
7988,18,Female,Atakpame,Primary,10.63,1.03,74.13,10.93,4,7.2,No,0,0,1,0,3
7989,31,Male,Lome,Higher,9.36,0.0,59.28,5.73,4,3.4,No,1,3,0,0,2
7990,30,Female,Sokode,Secondary,6.8,26.16,74.77,4.29,1,3.2,Yes,0,5,2,1,3
7991,27,Male,Notse,,13.66,27.52,75.56,12.98,1,3.2,Yes,1,4,3,1,1
7992,31,Female,Dapaong,Secondary,15.59,1.44,94.42,16.81,4,3.8,No,0,1,2,0,3
7993,22,Male,Atakpame,Secondary,7.23,32.33,92.94,20.34,1,7.0,Yes,1,0,2,1,1
7994,25,Female,Dapaong,Higher,10.89,19.32,83.12,5.88,0,6.6,No,0,1,0,0,0
7995,21,Female,Kara,Higher,10.0,25.49,89.11,12.65,2,6.4,No,0,2,0,0,0
7996,18,Male,Notse,Primary,13.65,7.08,40.19,21.65,2,3.7,Yes,1,4,1,1,2
7997,22,Male,Sokode,Secondary,11.01,29.89,40.93,23.96,4,7.7,No,1,5,2,0,1
7998,34,Female,Lome,Secondary,15.97,12.32,67.52,6.78,3,9.8,No,0,3,2,0,3
7999,25,Male,Dapaong,Primary,10.85,11.88,79.22,4.39,3,6.7,No,1,1,1,0,2
8000,22,Female,Tsevie,Secondary,8.29,19.82,87.65,23.04,3,5.8,Yes,0,6,2,1,3
8001,30,Female,Atakpame,Secondary,10.59,11.08,66.84,3.03,2,2.6,Yes,0,0,2,1,3
8002,29,Male,Tsevie,,10.92,0.0,96.41,15.94,4,1.7,Yes,1,6,3,1,1
8003,27,Male,Dapaong,Secondary,13.58,16.32,88.9,23.93,1,3.0,Yes,1,1,2,1,1
8004,28,Male,Notse,Secondary,10.88,11.82,46.17,13.46,3,5.4,No,1,4,2,0,1
8005,29,Female,Tsevie,Primary,13.32,7.32,66.41,11.39,1,3.6,No,0,6,1,0,3
8006,30,Female,Atakpame,Primary,9.63,27.41,99.69,0.52,2,9.9,No,0,0,1,0,0
8007,34,Male,Dapaong,Secondary,11.12,38.92,64.6,2.27,1,6.6,Yes,1,1,2,1,1
8008,28,Female,Lome,Primary,9.64,5.81,63.18,10.98,4,4.0,Yes,0,3,1,1,3
8009,20,Female,Lome,Higher,9.46,16.97,57.64,15.38,4,7.6,No,0,3,0,0,0
8010,26,Male,Sokode,,15.82,11.02,69.19,0.65,0,3.0,Yes,1,5,3,1,1
8011,33,Female,Lome,Primary,9.85,37.88,83.79,0.19,2,9.2,Yes,0,3,1,1,0
8012,20,Female,Dapaong,Primary,10.96,19.92,42.85,3.73,2,5.4,Yes,0,1,1,1,3
8013,28,Female,Notse,Secondary,15.13,24.27,90.14,10.36,4,5.6,No,0,4,2,0,0
8014,29,Male,Dapaong,Secondary,14.25,26.82,95.05,7.18,3,3.0,Yes,1,1,2,1,1
8015,20,Male,Lome,Secondary,16.92,16.3,86.87,0.08,3,1.2,No,1,3,2,0,1
8016,26,Female,Kara,Primary,13.45,13.14,94.94,1.64,1,9.9,No,0,2,1,0,3
8017,19,Male,Dapaong,Higher,10.2,30.19,45.69,13.95,5,7.8,Yes,1,1,0,1,2
8018,31,Female,Sokode,,18.17,22.78,67.01,3.53,3,8.1,No,0,5,3,0,3
8019,18,Male,Kara,Primary,13.75,6.54,44.26,1.25,3,4.0,Yes,1,2,1,1,2
8020,33,Female,Lome,,11.54,7.76,90.21,0.52,2,6.4,No,0,3,3,0,3
8021,22,Female,Notse,,12.17,11.1,97.15,19.0,0,4.5,Yes,0,4,3,1,3
8022,24,Female,Atakpame,Primary,12.54,26.59,57.87,6.38,2,1.1,Yes,0,0,1,1,0
8023,19,Female,Dapaong,Primary,11.29,29.73,72.12,7.01,2,8.2,No,0,1,1,0,0
8024,34,Male,Atakpame,Primary,7.87,36.52,57.86,0.63,0,1.1,Yes,1,0,1,1,1
8025,17,Female,Tsevie,Higher,16.88,7.91,62.73,6.71,1,5.9,No,0,6,0,0,2
8026,32,Female,Sokode,Primary,11.93,16.4,68.59,10.38,0,5.7,No,0,5,1,0,0
8027,23,Male,Kara,Secondary,12.55,11.0,87.45,1.31,3,4.2,Yes,1,2,2,1,1
8028,19,Male,Atakpame,Secondary,18.23,13.18,48.82,23.28,3,1.1,Yes,1,0,2,1,1
8029,20,Female,Sokode,Primary,9.95,24.3,49.42,15.29,2,6.7,Yes,0,5,1,1,0
8030,25,Female,Atakpame,Secondary,13.97,14.54,52.11,16.19,2,7.4,No,0,0,2,0,3
8031,21,Male,Atakpame,Secondary,9.62,28.16,43.19,7.69,0,1.1,Yes,1,0,2,1,1
8032,31,Female,Sokode,Primary,12.96,9.84,78.61,4.06,5,3.9,Yes,0,5,1,1,3
8033,24,Female,Dapaong,Higher,12.6,22.41,51.39,10.23,2,5.8,No,0,1,0,0,0
8034,22,Female,Atakpame,Secondary,14.37,10.57,66.25,2.55,5,9.8,No,0,0,2,0,3
8035,34,Female,Sokode,Higher,15.62,0.0,81.14,1.47,7,6.0,No,0,5,0,0,2
8036,31,Female,Atakpame,Higher,10.26,4.79,66.94,7.73,5,8.5,No,0,0,0,0,2
8037,23,Female,Notse,,16.25,16.24,94.36,6.51,2,5.0,No,0,4,3,0,3
8038,26,Female,Dapaong,Primary,16.46,34.21,86.15,1.63,3,1.3,No,0,1,1,0,0
8039,22,Female,Notse,Primary,11.25,10.4,56.38,7.56,3,3.9,Yes,0,4,1,1,3
8040,30,Female,Notse,Higher,11.98,13.31,47.82,7.91,4,4.9,No,0,4,0,0,0
8041,33,Male,Sokode,Higher,10.52,19.9,93.67,20.52,4,5.6,No,1,5,0,0,2
8042,25,Male,Notse,Secondary,11.08,9.01,63.81,14.24,1,3.3,Yes,1,4,2,1,1
8043,21,Male,Atakpame,Primary,8.39,10.16,62.95,2.45,5,4.9,No,1,0,1,0,2
8044,23,Female,Lome,Primary,14.33,15.72,88.6,17.03,5,4.5,No,0,3,1,0,0
8045,23,Female,Dapaong,Higher,5.85,10.63,40.56,34.74,1,2.4,Yes,0,1,0,1,2
8046,18,Female,Atakpame,Higher,9.91,0.0,67.07,12.61,2,7.5,Yes,0,0,0,1,2
8047,32,Male,Kara,Primary,11.86,8.5,82.86,15.46,8,4.0,Yes,1,2,1,1,2
8048,29,Male,Sokode,,15.9,21.15,90.92,3.1,6,3.8,Yes,1,5,3,1,1
8049,24,Female,Atakpame,Primary,10.36,21.46,93.11,48.16,5,1.7,No,0,0,1,0,0
8050,22,Male,Dapaong,,13.28,28.36,67.94,1.94,1,9.3,No,1,1,3,0,1
8051,22,Male,Notse,Higher,11.76,27.56,90.86,13.9,4,7.0,Yes,1,4,0,1,2
8052,25,Female,Dapaong,Secondary,14.84,6.0,42.15,5.03,3,7.7,No,0,1,2,0,3
8053,20,Female,Kara,Secondary,13.13,7.55,58.33,4.41,2,7.3,No,0,2,2,0,3
8054,27,Male,Notse,Secondary,14.49,7.99,40.63,3.36,3,2.4,Yes,1,4,2,1,1
