student_id,age,gender,region,parent_education,average_grade,absenteeism_rate,assignments_submitted,moodle_hours,forum_posts,satisfaction_score,dropout
8916,26,Female,Atakpame,Secondary,12.3,14.8,86.69,2.11,4,4.7,Yes
8917,29,Female,Notse,Higher,4.97,13.16,89.68,3.42,5,3.6,Yes
8918,31,Female,Lome,Primary,7.68,11.71,50.37,7.85,2,6.0,No
8919,21,Male,Dapaong,Secondary,17.01,14.44,80.18,0.21,3,1.2,Yes
8920,19,Male,Sokode,Secondary,12.98,19.79,89.02,0.66,6,5.0,No
8921,24,Female,Sokode,Higher,10.43,7.05,73.48,19.36,5,7.8,No
8922,26,Female,Lome,Primary,6.91,16.35,73.06,7.39,4,8.3,Yes
8923,29,Male,Kara,Secondary,11.83,18.51,49.56,27.42,2,9.4,No
8924,19,Female,Lome,Secondary,14.96,5.46,64.85,0.03,1,2.0,No
8925,24,Female,Kara,Primary,19.92,20.04,49.03,0.0,0,6.0,No
8926,25,Male,Dapaong,Primary,17.68,18.59,98.37,13.46,2,4.6,Yes
8927,28,Female,Dapaong,Primary,9.34,7.01,81.09,6.47,1,6.8,Yes
8928,27,Female,Atakpame,Higher,10.51,3.12,42.91,24.51,3,8.5,No
8929,18,Male,Atakpame,Secondary,7.59,6.88,68.61,15.45,3,6.4,Yes
8930,34,Female,Atakpame,Primary,9.48,16.35,78.28,7.01,3,3.1,Yes
8931,25,Female,Atakpame,Higher,11.36,14.24,45.74,6.51,2,3.9,Yes
8932,18,Male,Sokode,None,10.9,28.94,79.9,16.67,3,9.0,No
8933,18,Male,Notse,Secondary,18.16,11.33,50.64,16.28,5,7.0,No
8934,19,Female,Atakpame,Higher,8.05,6.11,64.47,3.24,4,6.4,Yes
8935,32,Male,Atakpame,Higher,11.86,21.57,77.53,11.23,6,2.3,Yes
8936,20,Male,Atakpame,Primary,5.81,5.2,61.9,10.31,0,4.1,No
8937,34,Female,Kara,Secondary,12.99,7.09,62.85,19.39,3,3.9,Yes
8938,34,Male,Tsevie,Secondary,7.97,7.22,90.62,20.29,2,1.2,Yes
8939,26,Female,Atakpame,Higher,15.31,0.0,58.56,3.12,6,9.4,No
8940,27,Male,Lome,Secondary,11.13,20.67,79.31,21.18,1,4.0,No
8941,33,Male,Atakpame,Secondary,7.79,24.4,90.95,25.85,3,1.9,Yes
8942,32,Female,Atakpame,None,5.69,24.17,49.16,1.16,1,5.4,Yes
8943,29,Female,Sokode,Secondary,9.06,33.85,42.76,8.53,2,5.0,No
8944,18,Female,Tsevie,Secondary,12.72,30.07,89.53,5.74,1,8.7,No
8945,18,Male,Atakpame,Secondary,13.26,11.66,73.07,5.14,5,8.2,No
8946,30,Female,Tsevie,Secondary,10.5,26.09,89.66,12.2,4,8.0,No
8947,20,Female,Kara,Higher,14.78,14.02,52.78,1.39,1,9.4,No
8948,33,Male,Dapaong,Secondary,8.59,10.74,89.96,17.14,1,4.4,Yes
8949,29,Male,Tsevie,Primary,3.22,7.44,45.72,0.27,1,6.3,Yes
8950,20,Male,Tsevie,Higher,12.85,12.32,92.99,8.63,6,7.0,No
8951,19,Female,Atakpame,Primary,15.87,18.29,89.35,2.55,0,5.2,No
8952,28,Male,Notse,Secondary,15.9,30.81,74.04,11.01,2,3.2,No
8953,24,Male,Atakpame,Higher,8.1,22.29,76.5,7.45,6,9.1,Yes
8954,18,Female,Atakpame,Primary,10.37,7.29,60.75,83.03,0,9.1,No
8955,22,Male,Sokode,Higher,14.17,4.56,52.1,19.83,2,7.9,No
8956,26,Male,Notse,Secondary,10.12,20.69,67.33,4.1,2,4.1,Yes
8957,28,Female,Dapaong,Secondary,12.32,24.02,79.45,7.52,5,1.0,Yes
8958,26,Male,Sokode,Primary,9.85,27.27,99.91,3.82,5,5.4,No
8959,26,Female,Sokode,Secondary,8.73,12.31,89.04,13.05,1,5.7,Yes
8960,19,Female,Sokode,Higher,9.31,19.7,66.06,5.49,1,5.4,Yes
8961,26,Female,Notse,Primary,14.87,23.56,84.59,1.23,3,1.9,Yes
8962,25,Female,Kara,Secondary,12.04,1.49,46.48,10.81,3,8.1,No
8963,30,Female,Dapaong,None,15.82,17.78,64.9,0.11,5,5.8,No
8964,18,Male,Kara,Primary,13.56,24.04,65.5,3.53,2,3.0,Yes
8965,21,Female,Kara,Secondary,16.82,20.1,99.93,23.77,3,9.6,No
8966,24,Female,Dapaong,Primary,14.45,14.19,63.46,0.99,5,3.7,No
8967,23,Female,Kara,Higher,14.28,41.1,45.0,7.02,3,4.4,Yes
8968,22,Female,Notse,Secondary,11.64,34.31,44.03,15.85,6,4.6,No
8969,27,Male,Dapaong,Secondary,21.03,15.09,81.9,23.49,1,4.6,No
8970,28,Male,Tsevie,None,12.34,13.1,57.35,8.21,3,6.8,No
8971,34,Male,Tsevie,Higher,6.08,22.0,92.13,1.66,6,3.6,Yes
8972,26,Female,Atakpame,Primary,12.8,14.42,68.98,28.28,4,9.1,No
8973,30,Male,Sokode,Secondary,9.05,27.72,59.82,13.83,2,6.2,Yes
8974,19,Male,Tsevie,Primary,15.05,2.33,85.55,5.04,2,8.9,No
8975,34,Female,Tsevie,Secondary,14.18,12.59,65.05,3.24,0,9.3,No
8976,31,Female,Kara,Secondary,11.43,21.85,84.24,0.49,2,7.9,No
8977,22,Male,Dapaong,Secondary,9.34,25.04,82.85,2.12,3,3.2,No
8978,26,Male,Lome,Primary,12.44,0.19,83.39,15.04,0,4.0,Yes
8979,28,Male,Kara,Secondary,10.08,5.46,91.43,1.15,4,3.1,Yes
8980,23,Male,Kara,Secondary,14.36,0.0,90.9,1.39,4,5.1,No
8981,33,Female,Notse,Secondary,13.67,6.27,79.88,2.18,1,5.6,No
8982,17,Female,Dapaong,Primary,20.81,2.23,97.42,5.03,3,4.0,Yes
8983,34,Female,Lome,Primary,10.66,20.39,41.24,2.1,3,8.9,No
8984,31,Female,Lome,Primary,11.09,17.29,95.83,23.47,3,4.6,Yes
8985,17,Female,Atakpame,Primary,11.54,13.46,48.9,2.98,4,7.3,No
8986,21,Male,Kara,Primary,11.67,15.26,52.7,25.19,0,8.5,Yes
8987,31,Female,Notse,Secondary,15.08,26.94,89.04,41.96,2,2.4,Yes
8988,19,Female,Sokode,None,11.17,4.58,64.03,14.06,5,7.4,No
8989,17,Male,Tsevie,Secondary,17.92,0.0,65.52,0.07,4,2.4,No
8990,24,Female,Kara,Higher,13.75,22.11,55.67,2.74,3,7.9,No
8991,28,Male,Sokode,Higher,10.54,11.09,53.47,3.11,2,6.1,No
8992,28,Female,Sokode,Higher,9.78,4.82,46.37,7.83,1,5.6,Yes
8993,29,Female,Dapaong,Primary,15.12,20.54,51.81,1.72,2,5.8,No
8994,17,Female,Kara,None,12.09,0.0,74.0,0.8,4,4.6,No
8995,22,Male,Dapaong,Higher,12.03,6.42,82.4,1.94,2,1.4,Yes
8996,24,Female,Atakpame,None,10.2,0.0,84.33,3.97,3,6.0,No
8997,20,Male,Sokode,Primary,11.82,17.59,62.21,0.5,3,1.2,Yes
8998,21,Female,Lome,Secondary,10.08,30.74,95.32,2.17,3,9.2,Yes
8999,23,Female,Sokode,Primary,16.09,9.27,59.72,1.83,3,3.2,Yes
9000,20,Male,Atakpame,Higher,14.15,7.08,46.67,14.8,7,6.8,No
9001,20,Male,Sokode,Secondary,11.48,32.85,96.71,1.86,2,6.0,Yes
9002,31,Female,Dapaong,Secondary,11.43,21.27,72.44,15.68,4,6.6,No
9003,21,Male,Kara,Higher,12.28,38.8,98.28,7.1,5,3.9,Yes
9004,25,Female,Lome,Primary,11.98,16.61,63.62,14.18,5,5.0,No
9005,18,Female,Dapaong,Secondary,9.13,17.27,85.44,5.98,4,7.7,Yes
9006,23,Male,Tsevie,Primary,6.3,29.45,46.6,23.13,3,4.5,No
9007,33,Male,Kara,Secondary,9.61,13.51,91.24,3.24,5,3.6,Yes
9008,32,Male,Lome,Primary,11.61,17.47,50.24,14.56,3,1.3,Yes
9009,33,Female,Atakpame,Secondary,9.79,0.0,44.12,1.78,3,5.3,No
9010,18,Male,Sokode,Higher,14.46,32.38,45.87,21.43,3,7.3,Yes
9011,27,Female,Lome,None,11.31,18.91,73.44,0.29,3,3.6,Yes
9012,18,Male,Notse,None,17.62,13.93,57.51,6.11,2,8.8,No
9013,17,Male,Tsevie,Primary,10.32,24.07,97.66,5.47,5,2.0,Yes
9014,18,Male,Atakpame,Secondary,12.42,3.19,91.16,9.78,2,4.4,Yes
9015,25,Male,Kara,Primary,11.13,9.49,88.2,5.81,2,7.7,No
9016,18,Male,Notse,Higher,13.32,20.53,88.58,8.89,3,9.7,No
9017,31,Female,Lome,Secondary,15.2,15.44,93.44,19.78,4,4.4,Yes
9018,26,Male,Atakpame,Secondary,13.82,19.47,91.91,1.53,3,7.7,No
9019,31,Male,Kara,Secondary,5.91,17.49,95.69,2.8,5,7.2,No
9020,26,Female,Notse,Primary,13.5,21.31,96.06,16.24,1,9.4,No
9021,33,Female,Notse,Primary,8.97,1.79,57.9,2.59,4,5.5,Yes
9022,25,Female,Dapaong,Secondary,11.07,27.78,53.17,23.61,5,6.3,No
9023,34,Female,Sokode,Secondary,14.07,10.16,78.59,7.78,7,2.5,Yes
9024,20,Male,Atakpame,None,8.64,15.58,47.4,0.85,5,3.4,Yes
9025,25,Male,Notse,Primary,15.47,8.99,52.67,0.21,2,6.7,No
9026,32,Female,Dapaong,Primary,10.94,12.13,86.38,14.39,5,6.0,No
9027,20,Male,Tsevie,Primary,18.51,17.29,78.96,19.4,1,5.0,No
9028,32,Female,Tsevie,Primary,12.21,22.35,79.05,2.74,1,7.3,Yes
9029,17,Female,Kara,Secondary,17.12,24.01,97.04,2.75,3,3.2,No
9030,22,Male,Notse,Higher,15.59,19.33,80.06,30.81,4,7.3,No
9031,26,Male,Notse,Primary,10.17,9.04,65.85,10.68,1,2.7,Yes
9032,32,Female,Lome,Secondary,8.09,18.69,56.82,1.83,4,5.5,Yes
9033,20,Male,Notse,Primary,12.34,17.4,60.31,5.95,2,2.0,No
9034,29,Female,Sokode,Secondary,10.25,15.59,56.67,24.13,4,5.7,No
9035,32,Female,Kara,Secondary,16.74,20.34,42.1,9.71,3,8.4,No
9036,22,Female,Atakpame,Higher,11.26,2.24,55.69,5.23,1,5.4,No
9037,27,Female,Notse,Primary,11.1,0.0,90.12,1.64,2,4.0,No
9038,19,Male,Sokode,None,7.81,26.9,83.69,12.95,2,2.2,Yes
9039,26,Female,Notse,Secondary,13.26,13.69,77.31,3.23,5,4.2,No
9040,17,Female,Dapaong,Primary,8.48,19.16,94.13,8.35,1,8.7,Yes
9041,27,Female,Sokode,Primary,13.33,6.32,55.85,9.17,2,4.5,No
9042,28,Male,Dapaong,Primary,13.74,27.62,74.66,8.11,0,2.7,Yes
9043,30,Female,Kara,Secondary,9.75,18.5,41.88,2.83,1,9.0,Yes
9044,24,Female,Notse,Primary,14.87,13.2,93.52,12.32,3,9.4,No
9045,27,Male,Lome,Higher,11.18,17.86,66.86,8.35,2,9.6,No
9046,20,Female,Tsevie,Secondary,7.59,0.0,50.67,5.17,6,5.7,Yes
9047,23,Female,Sokode,Primary,16.64,18.73,54.36,0.54,3,6.1,No
9048,26,Female,Lome,Secondary,9.23,29.87,90.89,4.02,6,3.7,No
9049,20,Female,Lome,Primary,13.52,18.15,46.53,4.35,2,4.0,No
9050,18,Male,Tsevie,Secondary,13.28,16.86,95.51,15.66,5,5.6,No
9051,34,Male,Sokode,Secondary,13.17,11.83,62.41,7.2,3,2.5,No
9052,30,Male,Notse,Secondary,13.12,25.83,55.07,26.9,3,9.7,No
9053,32,Female,Sokode,Secondary,9.09,27.31,59.91,13.89,4,7.2,No
9054,27,Male,Lome,Primary,17.07,10.68,64.54,7.72,2,1.4,No
9055,26,Male,Atakpame,Higher,14.87,18.59,72.89,1.85,3,3.3,Yes
9056,33,Female,Atakpame,Secondary,13.43,17.32,75.21,2.5,3,3.7,Yes
9057,30,Male,Sokode,Primary,8.0,19.02,66.87,1.74,5,1.1,Yes
9058,20,Male,Lome,Primary,9.06,7.27,66.78,5.85,0,9.9,Yes
9059,18,Male,Lome,Primary,13.97,26.43,57.12,12.82,2,3.5,Yes
9060,23,Female,Kara,Primary,5.99,20.65,63.03,14.24,3,1.5,Yes
9061,25,Female,Lome,Secondary,13.02,27.02,68.03,1.01,2,8.9,No
9062,32,Male,Tsevie,None,8.01,3.85,75.86,6.85,3,2.0,Yes
9063,32,Male,Atakpame,Higher,9.4,4.43,47.84,6.57,5,5.1,Yes
9064,34,Female,Kara,None,7.77,35.59,85.84,5.78,0,4.3,Yes
9065,27,Female,Notse,Primary,12.74,26.47,80.83,3.58,1,1.7,Yes
9066,23,Female,Tsevie,Primary,15.35,6.85,57.93,6.46,0,1.3,Yes
9067,25,Female,Notse,Primary,13.04,23.68,67.56,7.27,6,3.4,Yes
9068,20,Male,Atakpame,Higher,13.37,10.34,96.82,9.16,1,4.2,Yes
9069,29,Female,Tsevie,Secondary,12.5,0.0,41.23,4.74,5,7.7,No
9070,20,Male,Dapaong,Primary,14.05,0.0,88.68,29.02,4,7.5,No
9071,18,Female,Sokode,Higher,13.4,14.78,70.7,4.14,1,5.2,No
9072,25,Female,Dapaong,Higher,3.85,30.61,77.13,22.54,4,2.9,No
9073,28,Female,Sokode,Secondary,14.72,30.21,81.07,16.16,5,8.6,Yes
9074,18,Female,Atakpame,Higher,14.4,27.6,67.36,6.26,4,6.8,No
9075,22,Male,Atakpame,Secondary,10.91,23.3,51.51,6.86,2,4.1,Yes
9076,21,Male,Dapaong,Secondary,6.08,18.17,94.58,20.39,4,8.8,No
9077,21,Male,Tsevie,Primary,12.73,26.52,84.41,6.79,2,8.4,No
9078,21,Female,Notse,Primary,12.98,0.0,73.58,11.37,8,1.0,No
9079,20,Male,Sokode,Secondary,10.68,24.9,66.91,16.57,4,8.8,No
9080,25,Female,Sokode,Higher,12.56,3.79,69.96,23.85,1,5.8,No
9081,26,Female,Kara,Secondary,15.22,5.87,89.41,2.46,5,9.3,No
9082,32,Male,Lome,Higher,19.19,21.96,40.75,37.04,5,7.9,No
9083,26,Female,Tsevie,Primary,12.44,24.29,91.92,33.62,2,2.3,No
9084,26,Female,Tsevie,Secondary,13.0,8.9,42.81,3.53,3,4.1,Yes
9085,26,Male,Kara,Secondary,9.53,21.46,76.95,9.51,2,3.8,Yes
9086,22,Female,Atakpame,Secondary,10.5,20.63,59.99,0.48,5,7.3,No
9087,33,Female,Dapaong,Secondary,11.59,11.89,80.69,1.84,2,5.8,No
9088,21,Male,Tsevie,Primary,15.53,16.54,45.13,8.77,6,3.4,No
9089,22,Male,Sokode,Primary,14.46,35.81,73.37,10.5,5,7.9,Yes
9090,31,Female,Kara,Higher,17.79,12.18,91.31,7.65,2,6.9,No
9091,34,Male,Dapaong,None,7.53,12.53,69.68,12.2,2,8.1,Yes
9092,20,Female,Notse,Secondary,8.03,16.5,45.06,15.75,3,7.7,Yes
9093,24,Male,Dapaong,Secondary,15.31,13.17,42.24,1.84,1,6.5,No
9094,32,Female,Tsevie,Primary,16.35,22.91,77.27,10.78,4,2.5,No
9095,19,Male,Lome,Secondary,12.1,29.69,44.17,8.27,1,2.8,Yes
9096,26,Male,Sokode,Secondary,-1.4,12.53,44.28,1.25,2,8.1,No
9097,18,Female,Dapaong,Higher,9.77,6.43,65.53,2.6,4,8.7,Yes
9098,20,Male,Notse,Primary,13.01,34.75,52.57,5.44,3,5.5,Yes
9099,22,Male,Sokode,Secondary,9.3,16.2,52.25,19.93,0,9.9,Yes
9100,27,Female,Tsevie,Higher,12.56,0.0,68.86,2.45,3,3.7,Yes
9101,30,Male,Kara,Higher,17.7,33.62,56.85,2.02,4,7.6,No
9102,32,Male,Notse,Higher,16.28,26.26,53.16,12.76,4,7.0,No
9103,18,Male,Dapaong,Secondary,14.43,31.01,70.86,37.21,3,7.7,No
9104,33,Female,Notse,Primary,11.81,29.34,57.45,5.93,7,4.7,Yes
9105,25,Male,Tsevie,None,10.52,41.45,44.81,4.31,2,3.2,No
9106,33,Female,Dapaong,Higher,14.27,4.63,80.96,2.93,3,4.6,Yes
9107,31,Female,Notse,Higher,12.08,7.04,75.14,0.51,4,2.7,Yes
9108,23,Male,Kara,Secondary,12.18,10.08,52.73,1.97,3,2.0,Yes
9109,19,Female,Notse,Primary,7.35,9.79,74.93,0.98,3,7.2,No
9110,17,Female,Sokode,Secondary,9.86,16.23,97.34,6.81,3,9.9,Yes
9111,20,Female,Sokode,Primary,14.26,10.1,97.39,38.26,5,7.0,No
9112,34,Female,Dapaong,Secondary,8.7,3.1,71.92,15.48,2,2.2,Yes
9113,24,Male,Tsevie,Primary,12.8,6.26,45.88,9.21,7,5.7,No
9114,22,Male,Kara,Higher,13.24,12.06,67.49,6.67,3,6.4,No
9115,17,Male,Atakpame,Primary,13.41,26.44,41.62,9.6,3,7.6,No
9116,24,Female,Sokode,Secondary,13.68,9.25,64.91,4.72,2,8.0,No
9117,17,Female,Notse,Primary,13.88,23.1,94.57,1.96,1,2.8,No
9118,27,Male,Atakpame,Secondary,10.13,1.79,68.05,8.91,0,3.9,No
9119,31,Female,Notse,Secondary,7.6,0.0,73.03,7.51,6,5.9,Yes
9120,27,Male,Dapaong,Higher,9.38,13.67,49.48,28.92,2,1.0,No
9121,26,Female,Atakpame,Primary,14.19,8.9,40.94,10.49,2,2.8,Yes
9122,28,Male,Tsevie,Primary,8.4,6.18,99.6,14.85,4,9.6,Yes
9123,17,Male,Notse,Secondary,8.88,5.01,60.3,0.97,3,4.2,No
9124,23,Male,Tsevie,Primary,8.86,7.92,56.76,14.31,3,7.7,Yes
9125,33,Female,Notse,Primary,6.46,5.13,74.28,40.66,0,5.3,No
9126,26,Male,Atakpame,Secondary,8.56,6.03,84.72,10.71,0,10.0,Yes
9127,22,Female,Tsevie,Secondary,15.0,1.41,55.08,13.55,2,9.1,No
9128,33,Female,Sokode,None,9.85,0.0,71.45,38.88,1,3.6,Yes
9129,34,Male,Dapaong,Primary,6.75,0.0,59.96,4.96,3,8.2,Yes
9130,21,Male,Atakpame,Higher,10.47,39.61,68.86,17.38,5,6.0,No
9131,34,Female,Notse,Secondary,13.53,14.37,49.68,5.1,3,3.8,Yes
9132,33,Female,Sokode,None,6.51,30.25,70.61,5.55,1,5.6,Yes
9133,32,Male,Notse,Primary,14.86,13.22,42.84,10.74,3,4.0,Yes
9134,24,Male,Atakpame,Secondary,7.68,13.56,90.4,2.96,5,2.6,Yes
9135,29,Female,Notse,Primary,10.81,18.07,77.66,49.31,4,5.2,No
9136,32,Male,Sokode,Higher,10.78,21.4,96.49,3.99,2,4.8,Yes
9137,27,Male,Tsevie,Secondary,10.32,2.53,75.98,1.31,1,3.8,Yes
9138,22,Male,Tsevie,Secondary,11.81,11.2,50.93,3.89,3,6.6,No
9139,19,Male,Dapaong,Higher,14.34,18.05,69.04,19.38,1,2.2,Yes
9140,17,Female,Notse,Primary,11.88,0.0,79.88,3.77,2,9.8,Yes
9141,34,Female,Tsevie,Primary,10.18,27.97,62.45,9.45,2,2.9,Yes
9142,21,Male,Kara,Secondary,13.37,25.63,73.16,27.38,1,6.5,No
9143,29,Male,Sokode,Secondary,12.62,0.0,49.76,3.01,4,4.6,Yes
9144,26,Female,Sokode,Primary,9.99,6.21,86.63,1.41,2,1.1,No
9145,21,Female,Atakpame,Primary,12.13,16.05,94.57,1.02,4,2.9,No
9146,30,Female,Dapaong,Primary,9.74,23.42,58.89,5.8,3,6.0,Yes
9147,33,Female,Lome,Primary,9.4,30.26,87.6,1.1,2,4.1,Yes
9148,17,Female,Tsevie,Secondary,14.42,8.63,45.52,6.05,1,8.5,No
9149,18,Male,Lome,Secondary,13.34,38.38,54.8,19.86,5,7.1,Yes
9150,23,Male,Kara,Secondary,14.31,14.51,67.71,15.03,1,2.4,Yes
9151,26,Female,Dapaong,Primary,13.91,12.76,63.18,8.72,6,9.4,No
9152,23,Female,Sokode,Primary,9.34,20.62,77.18,19.0,4,3.2,No
9153,32,Male,Lome,Primary,15.0,18.11,73.78,1.06,3,1.5,Yes
9154,21,Female,Kara,None,11.11,17.55,45.24,9.4,4,5.4,Yes
9155,28,Female,Dapaong,Primary,14.79,34.96,47.9,1.23,4,4.9,Yes
9156,33,Male,Kara,Primary,11.62,17.47,43.1,6.58,3,5.4,No
9157,32,Male,Tsevie,Secondary,12.94,5.16,97.16,6.23,2,1.7,Yes
9158,32,Male,Lome,Secondary,13.03,6.6,78.72,3.08,3,3.7,Yes
9159,31,Male,Atakpame,Primary,14.44,29.73,91.34,17.71,2,9.3,Yes
9160,28,Female,Atakpame,Higher,7.1,21.84,72.48,2.59,1,8.2,Yes
9161,26,Male,Dapaong,Higher,7.27,0.0,51.63,8.03,2,2.3,Yes
9162,18,Female,Kara,Higher,14.02,0.0,77.6,6.58,2,3.6,Yes
9163,23,Female,Sokode,Higher,13.07,15.25,70.32,5.65,0,7.7,No
9164,29,Female,Lome,Secondary,9.67,21.16,64.49,0.34,1,8.7,Yes
9165,19,Female,Atakpame,Secondary,13.09,8.22,62.31,11.93,4,2.3,No
9166,31,Male,Atakpame,Primary,7.78,0.0,79.0,0.13,5,6.4,No
9167,17,Female,Kara,Secondary,21.79,3.75,77.07,17.18,3,5.0,No
9168,19,Female,Atakpame,Secondary,15.93,31.46,49.09,3.1,4,5.4,Yes
9169,26,Female,Notse,Secondary,13.87,19.97,88.97,1.28,2,8.1,No
9170,31,Male,Kara,Secondary,12.23,25.0,78.17,5.4,5,6.3,No
9171,22,Male,Lome,Secondary,10.14,26.65,72.15,8.2,2,6.0,Yes
9172,31,Male,Kara,Secondary,8.07,8.74,84.94,3.72,5,4.4,Yes
9173,23,Male,Atakpame,Primary,11.66,11.27,49.22,1.3,1,3.9,Yes
9174,21,Male,Kara,Secondary,9.42,13.32,95.18,0.18,1,7.6,Yes
9175,20,Female,Atakpame,Higher,9.6,19.17,56.24,12.17,4,9.2,Yes
9176,34,Male,Tsevie,Higher,7.75,25.9,55.77,21.75,2,1.2,Yes
9177,19,Female,Dapaong,Secondary,12.75,33.7,88.89,1.06,4,5.3,Yes
9178,33,Male,Atakpame,None,10.87,23.14,60.04,2.62,1,6.1,No
9179,34,Female,Notse,Higher,13.61,23.22,89.84,0.2,3,3.6,Yes
9180,34,Male,Notse,Primary,13.37,34.27,59.68,21.63,4,1.8,No
9181,18,Female,Notse,Higher,12.69,12.95,73.04,5.88,4,2.5,Yes
9182,29,Male,Notse,Primary,19.98,26.89,53.85,25.93,0,7.4,Yes
9183,31,Female,Atakpame,Secondary,14.47,20.78,83.89,6.31,4,3.0,Yes
9184,21,Female,Atakpame,Secondary,8.22,21.15,50.02,19.82,4,4.6,Yes
9185,19,Female,Dapaong,Secondary,13.38,12.85,93.97,30.31,5,1.1,Yes
9186,21,Female,Tsevie,Secondary,11.84,1.06,62.3,4.08,3,2.5,Yes
9187,21,Female,Sokode,Secondary,7.98,18.45,68.29,10.24,5,8.3,No
9188,21,Female,Atakpame,Secondary,7.74,18.49,41.44,10.98,2,5.7,Yes
9189,19,Male,Sokode,Primary,13.36,9.25,98.55,0.22,3,1.9,Yes
9190,19,Male,Lome,Secondary,14.09,14.03,88.79,5.77,4,1.7,Yes
9191,34,Female,Tsevie,Primary,8.86,6.18,66.82,19.33,4,9.3,No
9192,20,Female,Kara,Secondary,14.91,6.27,95.22,29.24,0,4.3,Yes
9193,17,Female,Sokode,None,12.85,10.19,95.86,22.95,3,7.9,No
9194,32,Female,Notse,Secondary,15.59,1.72,71.98,36.08,4,4.9,Yes
9195,24,Female,Tsevie,Secondary,15.27,9.17,54.03,10.59,4,2.1,Yes
9196,33,Female,Lome,Primary,11.52,22.14,69.23,2.65,3,5.7,No
9197,24,Female,Tsevie,Secondary,16.91,29.56,59.49,8.57,4,1.9,Yes
9198,23,Male,Kara,Secondary,8.63,35.75,66.88,5.47,2,8.8,Yes
9199,24,Female,Atakpame,Higher,19.17,11.0,94.68,2.99,2,1.4,Yes
9200,28,Female,Atakpame,Higher,9.36,27.0,56.91,14.82,6,7.3,Yes
9201,32,Male,Notse,Secondary,11.86,18.36,90.34,9.92,0,9.8,No
9202,28,Male,Atakpame,Secondary,10.3,12.63,96.12,15.61,2,9.0,No
9203,26,Female,Dapaong,Primary,10.87,19.02,88.3,3.14,5,9.2,No
9204,23,Male,Dapaong,None,20.77,26.02,71.64,23.42,1,3.3,Yes
9205,28,Male,Dapaong,Primary,10.61,10.02,73.84,2.73,8,5.2,No
9206,21,Male,Notse,Higher,14.55,9.79,89.18,9.21,3,3.1,Yes
9207,32,Female,Dapaong,Primary,11.29,10.9,42.67,0.59,2,7.2,No
9208,25,Female,Lome,Secondary,14.81,8.73,84.16,7.79,4,6.9,No
9209,23,Male,Notse,Primary,10.37,26.99,71.73,1.04,0,3.7,Yes
9210,30,Female,Tsevie,Primary,12.77,7.36,63.83,4.04,1,4.7,Yes
9211,27,Female,Lome,None,13.89,9.12,86.02,19.71,4,4.4,Yes
9212,23,Female,Atakpame,Secondary,9.83,18.11,55.97,22.4,2,7.3,No
9213,26,Male,Kara,Secondary,20.27,17.3,93.73,14.58,7,1.2,Yes
9214,25,Male,Dapaong,Secondary,14.04,10.9,81.31,4.58,2,9.3,Yes
9215,20,Male,Tsevie,Secondary,11.32,31.84,76.61,8.64,3,2.3,Yes
9216,32,Male,Kara,Secondary,9.91,8.69,71.39,2.54,3,3.8,Yes
9217,26,Female,Notse,Secondary,12.28,13.29,52.77,11.34,6,1.4,Yes
9218,33,Female,Notse,Secondary,8.35,0.0,77.02,4.27,1,5.0,Yes
9219,25,Female,Lome,Secondary,17.35,11.95,83.49,2.5,3,7.6,No
9220,29,Male,Dapaong,Primary,13.29,1.77,40.7,8.79,4,8.1,Yes
9221,17,Male,Notse,Higher,11.74,5.84,61.99,1.19,6,4.3,No
9222,18,Female,Lome,None,15.14,0.0,89.95,11.61,5,4.4,No
9223,29,Male,Lome,Primary,9.84,6.07,77.93,2.07,2,4.1,Yes
9224,25,Male,Sokode,Secondary,8.53,14.25,76.92,8.06,3,3.0,Yes
9225,23,Female,Tsevie,Secondary,11.61,12.56,53.72,4.98,2,7.4,No
9226,32,Male,Lome,None,12.38,10.85,77.93,8.35,2,9.0,No
9227,23,Male,Atakpame,Secondary,13.59,11.75,87.17,2.82,7,4.7,Yes
9228,22,Female,Notse,Secondary,7.57,9.95,64.11,3.72,5,7.5,No
9229,34,Male,Lome,Secondary,10.63,14.65,50.93,1.51,1,5.4,No
9230,27,Female,Dapaong,Secondary,2.75,13.9,44.64,15.0,1,2.2,Yes
9231,28,Female,Notse,Secondary,8.45,17.75,70.34,0.73,2,5.6,Yes
9232,26,Male,Notse,Primary,14.15,12.99,81.03,4.72,3,3.4,No
9233,29,Female,Atakpame,Primary,14.88,10.66,49.76,5.96,1,7.0,No
9234,28,Male,Lome,Primary,8.57,22.78,65.29,2.17,1,5.0,Yes
9235,26,Male,Atakpame,Secondary,11.03,21.03,74.12,4.86,3,7.1,No
9236,34,Male,Lome,Secondary,12.08,14.68,49.35,5.41,4,5.3,No
9237,20,Male,Tsevie,Secondary,15.23,26.95,56.19,2.54,3,7.9,No
9238,21,Male,Atakpame,Secondary,16.59,15.83,76.5,10.2,2,10.0,No
9239,21,Male,Kara,Secondary,12.46,13.39,83.5,0.31,4,8.7,No
9240,28,Male,Sokode,Primary,11.22,14.31,78.16,2.2,2,7.4,No
9241,19,Male,Atakpame,None,7.67,16.65,82.82,9.78,3,3.2,Yes
9242,24,Male,Dapaong,Higher,12.32,5.83,74.89,9.88,1,6.1,No
9243,18,Female,Sokode,Secondary,18.22,0.0,90.15,3.08,2,6.7,No
9244,34,Female,Sokode,Secondary,15.87,17.81,89.6,11.49,2,7.6,No
